original_id,පාලි වචනය,කෙටි ව්‍යා,පද බෙදීම,සිංහල තේරුම,සංඥා නාම විස්තරය ,ව්‍යාකරණ විස්තරය ,නිරුක්තිය
61604,වන්තාස 2.1,විශේ,(වන්ත+ආස),ආශාවෙන් නිදහස්,,සමාසය: කම්මධාරය > බහුබ්බීහි,
61606,වන්තුස්සය,පු,,කුහුඹුවන් විසින් ඉහළට විසි කරන ලද මැටි ගොඩ,,,
61607,වන්තෙ,අකෘ,√වම් (√වම්+ත+එ),වමනය කළ,,ශබ්ද වෙනස: ම්ත් > න්ත්,
61608,වන්දක,විශේ,√වන්ද් (√වන්ද්+අක),ගෞරව කරන,,නිෂ්පන්නය: කිත (අක),වන්තඅභිවාදනථුසීසු වන්තතීති වන්දකො. (වන්දනා (ගෞරව) කරන බැවින් 'වන්දක' නම් වේ)
61609,වන්දති,වකා,√වන්ද් (වන්ද+ති),ගෞරව කරයි,,පදනම: √වන්ද්+අ > වන්ද,
61610,වන්දන,න,√වන්ද් (√වන්ද්+අන),ගෞරව කිරීම,,නිෂ්පන්නය: කිත (අන),
73689,වන්දනං වජ්ජාසි,භා,(වන්දනං+වජ්ජාසි),-,,,
71062,වන්දනපූජනා,ඉ,(වන්දනා+පූජනා),ගෞරව හා ගරු කිරීම,,සමාසය: ද්වන්ද,
61611,වන්දනහෙතු,නි,(වන්දනා+හෙතු),ගෞරව කිරීම නිසා,,සමාසය: ඡට්ඨී තප්පුරිස > අබ්යයීභාව,
61614,වන්දන්ත,මික්‍රි,√වන්ද්,වන්දනා කරමින්,,,
61612,වන්දනා 1,ඉ,√වන්ද් (√වන්ද්+අනා),ගෞරව කිරීම,,නිෂ්පන්නය: කිත (අනා),
70724,වන්දනා 2,ඉ,√වන්ද් (√වන්ද්+අනා),වන්දනාව,,නිෂ්පන්නය: කිත (අනා),
61613,වන්දනාමය,විශේ,,භක්තියෙන් සාදන ලද,,,
61615,වන්දමාන,මික්‍රි,√වන්ද් (වන්ද+මාන),ගෞරව කරමින්,,පදනම: √වන්ද්+අ > වන්ද | නිෂ්පන්නය: කිත (මාන),
61616,වන්දයත,අකෘ,√වන්ද් (වන්දය+ත),ගෞරව කරන ලද,,පදනම: √වන්ද්+අය > වන්දය (ප්‍රයෝජක) | නිෂ්පන්නය: කිත (ත),
61617,වන්දාපන,න,√වන්ද්,ගෞරව කරන්නට සලස්වීම,,,
61618,වන්දාපිත,අකෘ,√වන්ද්,ගෞරව කරන්නට සලස්වූ,,,
61620,වන්දාපෙත්වා,පූ,√වන්ද් (වන්දාපෙ+ත්වා),ගෞරව කරන්නට සලස්වා,,පදනම: √වන්ද්+ආපෙ > වන්දාපෙ (ප්‍රයෝජක),
61619,වන්දාපෙති,වකා,√වන්ද් (වන්දාපෙ+ති),ගෞරව කරන්නට සලස්වයි,,පදනම: √වන්ද්+ආපෙ > වන්දාපෙ (ප්‍රයෝජක),
61621,වන්දාපෙසි,අතී,√වන්ද් (වන්දාපෙ+සි),ගෞරව කරන්නට සලස්වූයේය,,පදනම: √වන්ද්+ආපෙ > වන්දාපෙ (ප්‍රයෝජක),
61622,වන්දි,අතී,√වන්ද් (√වන්ද්+ඉ),ගෞරව කළේය,,,
61623,වන්දිත,අකෘ,√වන්ද් (√වන්ද්+ඉත),ගෞරව කරන ලද,,නිෂ්පන්නය: කිත (ඉත),
61624,වන්දිතබ්බ,කි,√වන්ද් (√වන්ද්+ඉතබ්බ),ගෞරව කළ යුතුය,,නිෂ්පන්නය: කිච්ච (ඉතබ්බ),
61626,වන්දිත්වා,පූ,√වන්ද් (√වන්ද්+ඉත්වා),ගෞරව කර,,,
72289,වන්දිත්වාන,පූ,√වන්ද් (√වන්ද්+ඉත්වාන),වන්දනා කර,,,
61625,වන්දිතුං,අව්‍ය,√වන්ද්,ගෞරව කිරීමට,,,
61627,වන්දිය 1,භාව,√වන්ද්,ගෞරව කිරීම,,,
70795,වන්දිය 2,කි,√වන්ද්,ගෞරව කළ යුතුය,,,
61628,වන්දිස්සං,අතී,√වන්ද් (√වන්ද්+ඉස්සං),මම ගෞරව කළෙමි,,,
61589,වනාධිමුත්ත,විශේ,(වන+අධිමුත්ත),වනාන්තරයට නැඹුරු,,සමාසය: සත්තමී තප්පුරිස,
61590,වනාසය,විශේ,(වන+ආසය),වනාන්තරයේ ජීවත්වන,,සමාසය: කම්මධාරය > බහුබ්බීහි,
69703,වනි,අතී,√වන් (√වන්+ඉ),ආශා කළේය,,,
61591,වනික,විශේ,,වනාන්තරයට අයත්,,,
61592,වනිතා,ඉ,,ස්ත්රිය,,,
61593,වනිබ්බක,පු,,සිඟන්නා,,,දානඵලං වණ්ණෙත්වා වකති යාචතීති වනිබ්බකො. (දානයේ ඵලය වර්ණනා කරමින් ඉල්ලා සිටින බැවින් 'වනිබ්බක' නම් වේ)
61594,වනිබ්බකයාචකා,පු,(වනිබ්බක+යාචක+ආ),සිඟන්නෝ,,සමාසය: ද්වන්ද,
61595,වනිය,විශේ,(වන+ඉය),වනාන්තරයේ ජීවත්වන,,නිෂ්පන්නය: තද්ධිත (ඉය),
70165,වනොති,වකා,√වන් (වනො+ති),ආශා කරයි,,පදනම: √වන්+ඔ > වනො,
61629,වපකස්සති,වකා,වි අප √කස් (වි+අප+කස්ස+ති),වෙන් වේ,,පදනම: √කස්+ය > කස්ස (කර්මණි) | ශබ්ද වෙනස: ස්ය් > ස්ස්,
61630,වපකාස,පු,වි අප √කස් (වි+අප+√කස් > කාස්+*අ),හුදකලාව,,නිෂ්පන්නය: කිත (*අ) | ශබ්ද වෙනස: අ > ආ,
61631,වපකාසිතුං,අව්‍ය,වි අප √කස් (වි+අප+කාසෙ+ඉතුං),හුදකලා වීමට,,පදනම: √කස්+*එ > කාසෙ (ප්‍රයෝජක) | ශබ්ද වෙනස: අ > ආ,
61632,වපති 1,වකා,√වප් (වප+ති),වපුරයි,,පදනම: √වප්+අ > වප,
61633,වපති 2,වකා,√වප්,රැවුල හෝ හිස කේෂ කරයි,,,
61634,වපන,න,√වප්,වැපිරීම,,,
61635,වපන්ත,මික්‍රි,,වපුරන,,,
69138,වපයාති,වකා,වි අප √යා (වි+අප+යා+ති),සම්පූර්ණයෙන් අතුරුදහන් වේ,,පදනම: √යා+අ > යා | ශබ්ද වෙනස: ඉඅ > අ,
61645,වප්ප 1,පු,√වප් (√වප්+ය),වැපිරීම,පඤ්චවග්ගිය භික්ෂූන්ගෙන් කෙනෙකි; වාසෙට්ඨ බ්‍රාහ්මණයාගේ පුත්.,නිෂ්පන්නය: කිත (ය) | ශබ්ද වෙනස: ප්ය් > ප්ප්,වපන්ති එත්ථාති වප්පො. (මෙහි වපුරනු ලබන බැවින් 'වප්ප' නම් වේ)
61646,වප්ප 2,පු,√වප් (√වප්+ය),ශාක්ය ජාතිකයෙකුගේ නම,පඤ්චවග්ගිය භික්ෂූන්ගෙන් කෙනෙකි; වාසෙට්ඨ බ්‍රාහ්මණයාගේ පුත්.,නිෂ්පන්නය: කිත (ය) | ශබ්ද වෙනස: ප්ය් > ප්ප්,වපන්ති එත්ථාති වප්පො. (මෙහි වපුරනු ලබන බැවින් 'වප්ප' නම් වේ)
61647,වප්ප 3,පු,√වප්,සඳ මාසයක නම (ඔක්තෝබර්-නොවැම්බර්),පඤ්චවග්ගිය භික්ෂූන්ගෙන් කෙනෙකි; වාසෙට්ඨ බ්‍රාහ්මණයාගේ පුත්.,,වපන්ති එත්ථාති වප්පො. (මෙහි වපුරනු ලබන බැවින් 'වප්ප' නම් වේ)
71314,වප්ප 4,පු,√වප් (√වප්+ය),රහත් තෙරුන් නම,පඤ්චවග්ගිය භික්ෂූන්ගෙන් කෙනෙකි; වාසෙට්ඨ බ්‍රාහ්මණයාගේ පුත්.,නිෂ්පන්නය: කිත (ය) | ශබ්ද වෙනස: ප්ය් > ප්ප්,වපන්ති එත්ථාති වප්පො. (මෙහි වපුරනු ලබන බැවින් 'වප්ප' නම් වේ)
61648,වප්පකාල,පු,(වප්ප+කාල),වැපිරීමේ කාලය,,සමාසය: ඡට්ඨී තප්පුරිස,
61649,වප්පති,වකා,√වප් (වප්ප+ති),වපුරනු ලැබේ,,පදනම: √වප්+ය > වප්ප (කර්මණි) | ශබ්ද වෙනස: ප්ය් > ප්ප්,
61650,වප්පමඞ්ගල,න,,නගුල් උත්සවය,,,
61636,වපාපෙතබ්බ,කි,√වප් (වපාපෙ+තබ්බ),වපුරිය යුතුය,,පදනම: √වප්+ආපෙ > වපාපෙ (ප්‍රයෝජක) | නිෂ්පන්නය: කිච්ච (තබ්බ),
61637,වපාපෙත්වා,පූ,√වප් (වපාපෙ+ත්වා),වපුරන්නට සලස්වා,,පදනම: √වප්+ආපෙ > වපාපෙ (ප්‍රයෝජක),
61638,වපි,අතී,√වප්,වැපිරුවේය,,,
61639,වපිත,අකෘ,√වප්,වපුරන ලද,,,
61641,වපිත්වා 1,පූ,√වප් (√වප්+ඉත්වා),බීජ වපුරා,,,
61642,වපිත්වා 2,පූ,√වප්,රැවුල හෝ හිස කේෂ කර,,,
61640,වපිතුං,අව්‍ය,√වප්,වැපිරීමට,,,
61643,වපීයති,වකා,√වප් (වපීය+ති),වපුරනු ලැබේ,,පදනම: √වප්+ඊය > වපීය (කර්මණි),
61644,වපු,න,,ශරීරය,,,වපති කුසලාකුසලබීජමෙත්ථාති වපු. (කුසල අකුසල බීජ මෙහි වපුරනු ලබන බැවින් 'වපු' (ශරීරය) නම් වේ)
61651,වමති 1,වකා,√වම් (වම+ති),විසි කරයි,,පදනම: √වම්+අ > වම,
66976,වමති 2,වකා,√වම් (වම+ති),වගුරයි,,පදනම: √වම්+අ > වම,
61652,වමථු,පු,√වම් (√වම්+අථු),වමනය,,නිෂ්පන්නය: කිත (අථු),වමෙන නිබ්බත්තො වමථු. (වමනයෙන් හටගත් දෙය 'වමථු' නම් වේ)
61653,වමන,න,√වම් (√වම්+අන),වමනය,,නිෂ්පන්නය: කිත (අන),
61657,වම්භක,විශේ,√වම්භ් (√වම්භ්+අක),පහත් කොට සලකන,,නිෂ්පන්නය: කිත (අක),
61658,වම්භනා,ඉ,√වම්භ් (√වම්භ්+අනා),පහත් කොට සැලකීම,,නිෂ්පන්නය: කිත (අනා),
61659,වම්භයිත,අකෘ,√වම්භ් (වම්භය+ඉත),සමච්චලයට ලක් කළ,,පදනම: √වම්භ්+අය > වම්භය | නිෂ්පන්නය: කිත (ඉත),
61660,වම්භිත,අකෘ,√වම්භ් (√වම්භ්+ඉත),පහත් කොට සලකන ලද,,නිෂ්පන්නය: කිත (ඉත),
61661,වම්භී,විශේ,√වම්භ් (√වම්භ්+ඊ),පහත් කොට සලකන,,නිෂ්පන්නය: කිත (ඊ),
61665,වම්භෙත්වා,පූ,√වම්භ්,පහත් කොට සලකා,,,
61662,වම්භෙති,වකා,√වම්භ් (වම්භෙ+ති),පහත් කොට සලකයි,,පදනම: √වම්භ්+එ > වම්භෙ,
61664,වම්භෙතුං,අව්‍ය,√වම්භ් (වම්භෙ+තුං),පහත් කොට සලකීමට,,පදනම: √වම්භ්+එ > වම්භෙ,
61663,වම්භෙතුකාම,විශේ,(වම්භෙතුං+කාම),පහත් කොට සලකීමට ආශා කරන,,සමාසය: තුංපච්චය තප්පුරිස,
61666,වම්භෙන්ත,මික්‍රි,√වම්භ් (වම්භෙ+න්ත),පහත් කොට සලකමින්,,පදනම: √වම්භ්+එ > වම්භෙ | නිෂ්පන්නය: කිත (න්ත),
61667,වම්භෙසි,අතී,√වම්භ්,පහත් කොට සැලකුවේය,,,
61668,වම්ම,න,√වර් (√වර්+ම),සන්නාහය,,නිෂ්පන්නය: කිත (ම) | ශබ්ද වෙනස: ර්ම් > ම්ම්,
61669,වම්මසන්නාහ,පු,(වම්ම+සන්නාහ),සටන් සන්නාහය,,සමාසය: කම්මධාරය,
61670,වම්මික,පු,,තුඹස,,,
61671,වම්මිකසුත්ත,න,(වම්මික+සුත්ත),මජ්ඣිම නිකායේ 23 සූත්රය,,සමාසය: කම්මධාරය,
61672,වම්මිත,අකෘ,,සන්නාහ ඇඳගත්,,,
61673,වම්මී 1.1,පු,(වම්ම+ඊ),සන්නාහ ඇඳගත් සොල්දාදුවා,,නිෂ්පන්නය: තද්ධිත (ඊ),වම්මං අස්ස අත්ථීති වම්මි. (සන්නාහය ඇත්තහු 'වම්මී' නම් වේ)
73529,වම්මී 2.1,ඉ,,වේයා,,,වම්මං අස්ස අත්ථීති වම්මි. (සන්නාහය ඇත්තහු 'වම්මී' නම් වේ)
61676,වම්මෙත්වා,පූ,,සන්නාහ ඇඳගෙන,,,
61675,වම්මෙති,වකා,,සන්නාහ ඇඳගනියි,,,
61677,වම්මෙසි,අතී,,සන්නාහ ඇඳගත්තේය,,,
61654,වමි,අතී,√වම්,වමනය කළේය,,,
61655,වමිත,අකෘ,√වම්,වමනය කළ,,,
GAP5-233,වමිතක,විශේ,√වම් (√වම්+ඉත+ක),වමනය කරන,,නිෂ්පන්නය: තද්ධිත (ක),
61656,වමිත්වා,පූ,√වම්,වමනය කර,,,
70847,වමිත්වාන,පූ,√වම් (√වම්+ඉත්වාන),වමනය කර,,,
61678,වය 1,පු,වි √ඉ (වි+√ඉ > අය්+*අ),විනාශය,,නිෂ්පන්නය: කිත (*අ) | ශබ්ද වෙනස: ඉ > අය්,
61692,වය 1,පු,වි √ඉ (වි+√ඉ > අය්+*අ),විනාශය,,නිෂ්පන්නය: කිත (*අ) | ශබ්ද වෙනස: ඉ > අය්,
61679,වය 2,පු,වි √ඉ (වි+√ඉ > අය්+*අ),අලාභය,,නිෂ්පන්නය: කිත (*අ) | ශබ්ද වෙනස: ඉ > අය්,
61693,වය 2,පු,වි √ඉ (වි+√ඉ > අය්+*අ),අලාභය,,නිෂ්පන්නය: කිත (*අ) | ශබ්ද වෙනස: ඉ > අය්,
61694,වය 3,පු,,විනාශය,,,
61680,වයකරණ,න,,වියදම,,,
61681,වයකල්යාණ,න,,යෞවනයේ ආකර්ෂණය,,,
61682,වයඤ්චස්සානුපස්සති,සන්ධි,(වයං+ච+අස්ස+අනුපස්සති),එහි විනාශය දකියි,,ශබ්ද වෙනස: ංච් > ඤ්ච්,
61683,වයට්ඨ,විශේ,,පරිණත වූ,,,
61684,වයධම්ම,විශේ,(වය+ධම්ම),ස්වභාවික ලෙස විනාශ වන,,සමාසය: කම්මධාරය > බහුබ්බීහි,වයො විනාසො ධම්මො සභාවො එතස්සාති වයධම්මො. (ක්ෂය වීම ස්වභාවය කොට ඇති බැවින් 'වයධම්ම' නම් වේ)
61685,වයධම්මතා,ඉ,(වය+ධම්මතා),විනාශ වීමට ගොදුරු වන බව,,සමාසය: ඡට්ඨී තප්පුරිස,
61686,වයධම්මානුපස්සී,විශේ,(වය+ධම්මානුපස්සී),විනාශ වීම දකින,,සමාසය: දුතියා තප්පුරිස,
61687,වයපත්ත 1,විශේ,(වයස්+පත්ත),වයස්ගත වූ,,සමාසය: දුතියා තප්පුරිස,
61688,වයපත්ත 2,විශේ,(වයස්+පත්ත),විවාහ වයසට පත් වූ,,සමාසය: දුතියා තප්පුරිස,
61689,වයප්පත්ත 1,විශේ,(වය+පත්ත),වයස්ගත වූ,,සමාසය: දුතියා තප්පුරිස,
61690,වයප්පත්ත 2,විශේ,(වය+පත්ත),විවාහ වයසට පත් වූ,,සමාසය: දුතියා තප්පුරිස,
61691,වයභිඤ්ඤා,පු,(වය+භිඤ්ඤ+ආ),හේතුවාදයේ නොපිළිගැනීමේ ධර්මවාදීන් දෙදෙනා,,,
GAP5-256,වයස,පු,,ආයුෂය,,,
61695,වයස්ස,පු,,මිතුරා,,,වයෙන සමානො වයස්සො. (වයසින් සමාන බැවින් 'වයස්ස' නම් වේ)
61702,වය්හ,න,√වහ් (√වහ්+ය),පල්ලකිය,,නිෂ්පන්නය: කිච්ච (ය) | ශබ්ද වෙනස: හ්ය් > ය්හ් (වර්ණ විපර්යාසය),
61696,වයානුපස්සී,විශේ,(වය+අනුපස්සී),විනාශය දකින,,සමාසය: දුතියා තප්පුරිස,
61697,වයොඅනුප්පත්ත,විශේ,(වයො+අනුප්පත්ත),ජීවිතයේ අවසාන අවධියට ලඟාවූ,,සමාසය: දුතියා තප්පුරිස,
61698,වයොගත,විශේ,(වයො+ගත),වයෝවෘද්ධ,,සමාසය: දුතියා තප්පුරිස,
61699,වයොගුණා,පු,(වයො+ගුණ+ආ),ජීවිතයේ අවධි,,සමාසය: ඡට්ඨී තප්පුරිස,
61700,වයොවුද්ධ,විශේ,,වයෝවෘද්ධ,,,
61701,වයොහර,විශේ,(වයො+හර),වයෝවෘද්ධ බව ගෙනඑන,,සමාසය: දුතියා තප්පුරිස,
61703,වර 1,විශේ,√වර් (√වර්+අ),විශිෂ්ට;උතුම්;උසස්,,නිෂ්පන්නය: කිත (අ),වරිතබ්බං ඉච්ඡිතබ්බන්ති වරං. (කැමති විය යුතු (තෝරාගත යුතු) දෙය 'වර' නම් වේ)
61704,වර 2,විශේ,√වර් (√වර්+අ),රාජකීය,,නිෂ්පන්නය: කිත (අ),වරිතබ්බං ඉච්ඡිතබ්බන්ති වරං. (කැමති විය යුතු (තෝරාගත යුතු) දෙය 'වර' නම් වේ)
61705,වර 3,පු,√වර් (√වර්+අ),පැතුම;වරය,,නිෂ්පන්නය: කිත (අ),වරිතබ්බං ඉච්ඡිතබ්බන්ති වරං. (කැමති විය යුතු (තෝරාගත යුතු) දෙය 'වර' නම් වේ)
61738,වරං,නි,√වර් (√වර්+අ+අං),වඩාත් හොඳ,,,
61739,වරං ගණ්හාති,භා,(වරං+ගණ්හාති),වරයක් ගනියි,,,
73449,වරං තෙ,භා,(වරං+තෙ),-,,,
61740,වරං දදාති,භා,(වරං+දදාති),වරයක් දෙයි,,,
61706,වරක 1.1,පු,,බෝංචි වර්ගයක්,,,පළමු නිරුක්තිය: වාරෙතීති වරකො. (වළක්වන බැවින් 'වරක' නම් වේ)  දෙවන නිරුක්තිය: වරීහති පත්ථීයති ජනෙහීති වරකො. (ජනයා විසින් ප්‍රාර්ථනා කරන ලද බැවින්ද 'වරක' නම් වේ)
72566,වරක 2.1,පු,√වර් (√වර්+අක),විවාහ යෝජකයා,,නිෂ්පන්නය: කිත (අක),
61707,වරගත,විශේ,(වර+ගත),රාජකීය ලෙස යන,,සමාසය: දුතියා තප්පුරිස,
61708,වරගරු,පු,(වර+ගරු),විශිෂ්ට ගුරුවරයා,,සමාසය: කම්මධාරය,
GAP5-239,වරඞ්ග,න,(වර+අඞ්ග),ලිංගික අවයවය,,සමාසය: කම්මධාරය,
61709,වරඞ්ගනා,ඉ,වර + අඞ්ගනා,උතුම් ස්ත්රිය,,,
61710,වරඤ්ඤූ,විශේ,(වර+ඤූ),විශිෂ්ටතම දේ දන්නා,,සමාසය: දුතියා තප්පුරිස,
61711,වරණ,පු,√වර්,ගසක්,,,වාරෙතීති වරණො. (වළක්වන (බාධා කරන) බැවින් 'වරණ' නම් වේ)
61712,වරණා,ඉ,√වර් (√වර්+අණ+ආ),නගරයක නම,,නිෂ්පන්නය: තද්ධිත (ආ),
61713,වරතර 1,විශේ,√වර් (√වර්+අ+තර),වඩාත් හොඳ,,නිෂ්පන්නය: තද්ධිත (තර),
61714,වරතර 2,විශේ,√වර් (√වර්+අ+තර),ඉතාම විශිෂ්ට,,නිෂ්පන්නය: තද්ධිත (තර),
61715,වරතරං,නි,√වර්,වඩාත් හොඳ,,,
61716,වරත්ත,න,√වර් (√වර්+අ+ත්ත),පටිය,,නිෂ්පන්නය: තද්ධිත (ත්ත),වරන්ති අනෙනාති වරත්තා. (මින් බැඳගනු ලබන බැවින් 'වරත්ත' නම් වේ)
61717,වරත්තක,න,√වර් (√වර්+අ+ත්ත+ක),පටිය,,නිෂ්පන්නය: තද්ධිත (ක),
61718,වරත්තකබන්ධන,න,(වරත්ත+බන්ධන),සම් පටියෙන් බැඳීම,,සමාසය: කම්මධාරය,
61719,වරත්තක්ඛණ්ඩ,පු,(වරත්ත+ඛණ්ඩ),සම් පටියේ කැබැල්ල,,සමාසය: කම්මධාරය,
61720,වරත්තඛණ්ඩ,පු,(වරත්ත+ඛණ්ඩ),සම් පටියේ කැබැල්ල,,සමාසය: ඡට්ඨී තප්පුරිස,
61721,වරත්තබන්ධන,න,,(අවිනිශ්චිත),,,
61722,වරත්තා,ඉ,√වර් (√වර්+අ+ත්තා),පටිය,,නිෂ්පන්නය: තද්ධිත (ත්තා),
61723,වරද 1,විශේ,(වර+ද),විශිෂ්ටතම දේ දෙන,,සමාසය: දුතියා තප්පුරිස,
61724,වරද 2,විශේ,,විශිෂ්ටතම දේ දෙන්නා,,,
61725,වරදාන,න,,පාරිතෝෂිකයක් දීම,,,
61726,වරදායී,විශේ,(වර+දායී),විශිෂ්ටතම දේ දෙන,,සමාසය: දුතියා තප්පුරිස,
61727,වරධර,පු,(වර+ධර),සැරිසරන තපස්වියෙකුගේ නම,බුද්ධකාලයේ ප්‍රසිද්ධ පරිබ්‍රාජකයෙකි.,,
61728,වරපඤ්ඤ,විශේ,(වර+පඤ්ඤ),විශිෂ්ට ප්‍රඥාවෙන් යුත්,,සමාසය: කම්මධාරය > බහුබ්බීහි,සෙට්ඨපඤ්ඤාය සමන්නාගතත්තා වරපඤ්ඤො. (උතුම් ප්‍රඥාවෙන් යුත් බැවින් 'වරපඤ්ඤ' නම් වේ)
70285,වරපඤ්ඤසාවක,පු,(වරපඤ්ඤ+සාවක),විශිෂ්ට ප්‍රඥාවේ ශ්රාවකයා,,සමාසය: කම්මධාරය,
61729,වරපුඤ්ඤලක්ඛණ,න,(වර+පුඤ්ඤ+ලක්ඛණ),විශිෂ්ට පින්හි සුබ ලකුණු,,සමාසය: ඡට්ඨී තප්පුරිස,
61730,වරභණ්ඩ,න,(වර+භණ්ඩ),විශිෂ්ට භාණ්ඩ,,,"ඉච්ඡිතබ්බන්ති වරං, තමෙව භණ්ඩන්ති වරභණ්ඩං. (කැමති විය යුතු ද්‍රව්‍යය 'වරභණ්ඩ' නම් වේ)"
GAP5-236,වරභත්ත,න,(වර+භත්ත),විශිෂ්ට ආහාරය,,,
61731,වරභූරිමෙධස,විශේ,(වර+භූරි+මෙධස),විශිෂ්ට ප්‍රඥාවෙන් යුත්,,සමාසය: කම්මධාරය > බහුබ්බීහි,
61732,වරභොජන,න,(වර+භොජන),විශිෂ්ට ආහාරය,,සමාසය: කම්මධාරය,
61733,වරමංස,න,(වර+මංස),විශිෂ්ට මාංශය,,,
GAP5-237,වරමෙතං,සන්ධි,(වරං+එතං),මෙය වඩාත් යහපත්,,ශබ්ද වෙනස: ංඑ > මෙ,
70701,වරයාන,න,(වර+යාන),විශිෂ්ට වාහනය,,සමාසය: කම්මධාරය,
61734,වරලක්ඛණ,න,(වර+ලක්ඛණ),විශිෂ්ට සුබ ලකුණු,,සමාසය: කම්මධාරය,
61735,වරලාභී,විශේ,(වර+ලාභී),විශිෂ්ටතම දේ ලබන,,,
61737,වරවග්ග,පු,(වර+වග්ග),විශිෂ්ට පරිච්ඡේදය,,,
GAP5-238,වරවාරණ,පු,(වර+වාරණ),විශිෂ්ට ඇතා,,,
72008,වරවිමුත්ති,ඉ,(වර+විමුත්ති),විශිෂ්ට විමුක්තිය,,සමාසය: කම්මධාරය,
61736,වරසෙය්‍යා,ඉ,,විශිෂ්ට ඇඳන්,,,
71508,වරහයදමකුසල,විශේ,(වර+හය+දම+කුසල),විශිෂ්ට අශ්ව හික්මවීමේ දක්ෂ,,සමාසය: සත්තමී තප්පුරිස,
61741,වරාක,විශේ,,දුප්පත්,,,
GAP5-240,වරාකී,ඉ,(වරාක+ඊ),අවාසනාවන්ත ස්ත්රිය,,නිෂ්පන්නය: තද්ධිත (ඊ),
61742,වරාදායී,විශේ,(වර+ආදායී),විශිෂ්ටතම දේ ගන්නා,,සමාසය: දුතියා තප්පුරිස,
61743,වරාරොහා,ඉ,,රූමත් ස්ත්රිය,,,
61744,වරාවර,විශේ,(වර+අවර),උසස් හා පහත්,,සමාසය: ද්වන්ද,
61745,වරාහ,පු,,වල් ඌරා,,,"පළමු නිරුක්තිය: වරියතීති වරාහො, සූකරො. (කැමති කරනු ලබන බැවින් 'වරාහ' (ඌරා) නම් වේ)  දෙවන නිරුක්තිය: වරෙ ආහන්තීති වරාහො. (උතුම් ස්ථානවල හාරන බැවින්ද 'වරාහ' නම් වේ)"
72079,වරාහඑණෙය්‍යවිගාළ්හසෙවිත,විශේ,,ඌරන් හා මුවන් ජීවත්වන,,,
61746,වරාහදාඨා,ඉ,,ඇත් දළ මුතු වර්ගයක්,,,
61747,වරාහර,විශේ,(වර+ආහර),විශිෂ්ටතම දේ ගෙනඑන,,සමාසය: දුතියා තප්පුරිස,
61748,වරාහී,ඉ,,වැහැරිය,,,
61749,වරුණ,පු,,වේද දෙවියෙකුගේ නම,,,වාරෙතීති වරුණො. (වළක්වන (ආරක්ෂා කරන) බැවින් 'වරුණ' නම් වේ)
61750,වරුණා,පු,(වරුණ+ආ),දෙවි කණ්ඩායමකට කියන නම,,,
71064,වරුත්තම,විශේ,(වර+උත්තම),ඉතාම උසස්,,සමාසය: ද්වන්ද,
61751,වරෙති,වකා,√වර් (වරෙ+ති),ආශා කරයි,,පදනම: √වර්+එ > වරෙ,
61752,වරෙය්‍ය,සත්,,ආශා කරනු ඇත,,,
61753,වරෙය්‍යං,සත්,,මම ඉල්ලමි,,,
61754,වරෙය්‍යාහෙ,සන්ධි,,මම ආශා කරමි,,,
70673,වරොවර,විශේ,(වරො+අවර),විශිෂ්ට හා පහත්,,සමාසය: ද්වන්ද,
61755,වලඤ්ජ,න,√වළඤ්ජ් (√වළඤ්ජ් > වලඤ්ජ්+අ),පා සලකුණ,,නිෂ්පන්නය: කිත (අ) | ශබ්ද වෙනස: ළ් > ල්,
61756,වලඤ්ජක,විශේ,√වළඤ්ජ් (√වළඤ්ජ්+අක),ප්‍රයෝජනවත්,,නිෂ්පන්නය: කිත (අක),
61757,වලඤ්ජන,න,√වළඤ්ජ්,භාවිතා කිරීම,,,
61758,වලඤ්ජනක,විශේ,√වළඤ්ජ්,භාවිතා කිරීමට සුදුසු,,,
61759,වලඤ්ජිත,අකෘ,√වළඤ්ජ්,සලකුණු කරන ලද,,,
61760,වලඤ්ජියමාන,මික්‍රි,√වළඤ්ජ්,භාවිතා කරමින්,,,
61761,වලඤ්ජෙතබ්බ,කි,√වළඤ්ජ්,භාවිතා කළ යුතුය,,,
61763,වලඤ්ජෙත්වා,පූ,√වළඤ්ජ්,සලකුණු කර,,,
61762,වලඤ්ජෙති,වකා,√වළඤ්ජ්,සලකුණු කරයි,,,
61764,වලඤ්ජෙන්ත,මික්‍රි,√වළඤ්ජ්,සලකුණු කරමින්,,,
61765,වලඤ්ජෙසි,අතී,√වළඤ්ජ්,සලකුණු කළේය,,,
61766,වලය,න,,වළල්ල,,,
61767,වලයාකාර,පු,,වටකුරු,,,
61786,වල්ලකී,ඉ,,ඉන්දියානු වීණාව,,,
61787,වල්ලභ,විශේ,,ප්‍රියතම,,,වල්ලති වල්ලෙති සංවරණං කරොතීති වල්ලභො. (වැළඳගන්නා (ආරක්ෂා කරන) බැවින් 'වල්ලභ' (ප්‍රියතමයා) නම් වේ)
61788,වල්ලභත්ත,න,,ප්‍රියතම වීමේ තත්ත්වය,,,
61789,වල්ලරී,ඉ,,පොකුර,,,
